dataset,fsn,time,image,saa,tracks
2018,38601479,2018-03-16T11:50:20.65Z,FUV,0,0
2018,38601482,2018-03-16T11:50:37.06Z,FUV,0,0
2018,38601485,2018-03-16T11:50:53.82Z,FUV,0,0
2018,38601488,2018-03-16T11:51:10.46Z,FUV,0,0
2018,38601491,2018-03-16T11:51:27.18Z,FUV,0,0
2018,38601494,2018-03-16T11:51:43.65Z,FUV,0,0
2018,38601497,2018-03-16T11:52:00.35Z,FUV,0,0
2018,38601500,2018-03-16T11:52:16.99Z,FUV,0,0
2018,38601503,2018-03-16T11:52:33.71Z,FUV,0,0
2018,38601506,2018-03-16T11:52:50.18Z,FUV,0,0
2018,38601509,2018-03-16T11:53:06.91Z,FUV,0,0
2018,38601512,2018-03-16T11:53:23.52Z,FUV,0,0
2018,38601515,2018-03-16T11:53:40.24Z,FUV,0,1
2018,38601518,2018-03-16T11:53:56.66Z,FUV,0,0
2018,38601521,2018-03-16T11:54:13.47Z,FUV,0,0
2018,38601524,2018-03-16T11:54:30.06Z,FUV,1,0
2018,38601527,2018-03-16T11:54:46.77Z,FUV,1,0
2018,38601530,2018-03-16T11:55:03.23Z,FUV,1,0
2018,38601533,2018-03-16T11:55:19.94Z,FUV,1,0
2018,38601536,2018-03-16T11:55:36.59Z,FUV,1,0
2018,38601539,2018-03-16T11:55:53.31Z,FUV,1,0
2018,38601542,2018-03-16T11:56:09.75Z,FUV,1,0
2018,38601545,2018-03-16T11:56:26.50Z,FUV,1,0
2018,38601548,2018-03-16T11:56:43.12Z,FUV,1,0
2018,38601551,2018-03-16T11:56:59.84Z,FUV,1,0
2018,38601554,2018-03-16T11:57:16.24Z,FUV,1,0
2018,38601557,2018-03-16T11:57:33.37Z,FUV,1,0
2018,38601560,2018-03-16T11:57:50.03Z,FUV,1,0
2018,38601563,2018-03-16T11:58:06.74Z,FUV,1,0
2018,38601566,2018-03-16T11:58:23.19Z,FUV,1,0
2018,38601569,2018-03-16T11:58:39.92Z,FUV,1,0
2018,38601572,2018-03-16T11:58:56.56Z,FUV,1,0
2018,38601575,2018-03-16T11:59:13.28Z,FUV,0,0
2018,38601578,2018-03-16T11:59:29.69Z,FUV,0,0
2018,38601581,2018-03-16T11:59:46.48Z,FUV,0,0
2018,38601584,2018-03-16T12:00:03.09Z,FUV,0,0
2018,38601587,2018-03-16T12:00:19.81Z,FUV,0,0
2018,38601590,2018-03-16T12:00:36.19Z,FUV,0,0
2018,38601593,2018-03-16T12:00:52.96Z,FUV,0,0
2018,38601596,2018-03-16T12:01:09.62Z,FUV,0,0
2018,38601599,2018-03-16T12:01:26.34Z,FUV,0,0
2018,38601602,2018-03-16T12:01:42.76Z,FUV,0,0
2018,38601605,2018-03-16T12:01:59.49Z,FUV,0,0
2018,38601608,2018-03-16T12:02:16.15Z,FUV,0,0
2018,38601611,2018-03-16T12:02:32.87Z,FUV,0,0
2018,38601614,2018-03-16T12:02:49.28Z,FUV,0,0
2018,38601617,2018-03-16T12:03:06.05Z,FUV,0,0
2018,38601620,2018-03-16T12:03:22.68Z,FUV,0,0
2018,38601623,2018-03-16T12:03:39.40Z,FUV,0,0
2018,38601626,2018-03-16T12:03:55.83Z,FUV,0,0
2018,38601629,2018-03-16T12:04:12.56Z,FUV,0,0
2018,38601632,2018-03-16T12:04:29.21Z,FUV,0,0
2018,38601635,2018-03-16T12:04:45.93Z,FUV,0,0
2018,38601638,2018-03-16T12:05:02.37Z,FUV,0,0
2018,38601641,2018-03-16T12:05:19.13Z,FUV,0,0
2018,38601644,2018-03-16T12:05:35.74Z,FUV,0,0
2018,38601647,2018-03-16T12:05:52.46Z,FUV,0,0
2018,38601650,2018-03-16T12:06:08.87Z,FUV,0,0
2018,38601653,2018-03-16T12:06:25.65Z,FUV,0,0
2018,38601656,2018-03-16T12:06:42.27Z,FUV,0,0
2018,38601659,2018-03-16T12:06:58.99Z,FUV,0,0
2018,38601662,2018-03-16T12:07:15.44Z,FUV,0,0
2018,38601665,2018-03-16T12:07:32.15Z,FUV,0,0
2018,38601668,2018-03-16T12:07:48.81Z,FUV,0,0
2018,38601671,2018-03-16T12:08:05.52Z,FUV,0,0
2018,38601674,2018-03-16T12:08:21.97Z,FUV,0,0
2018,38601677,2018-03-16T12:08:38.71Z,FUV,0,0
2018,38601680,2018-03-16T12:08:55.34Z,FUV,0,0
2018,38601683,2018-03-16T12:09:12.06Z,FUV,0,0
2018,38601686,2018-03-16T12:09:28.47Z,FUV,0,0
2018,38601689,2018-03-16T12:09:45.23Z,FUV,0,0
2018,38601692,2018-03-16T12:10:01.87Z,FUV,0,0
2018,38601695,2018-03-16T12:10:18.59Z,FUV,0,0
2018,38601698,2018-03-16T12:10:35.04Z,FUV,0,0
